AirportCode	CityName	WorldAreaCode
SJS	"SAN JOSE BOLIVIA                  "	312
SJT	"SAN ANGELO                 "	74
SJU	"SAN JUAN PUERTO RICO              "	3
SJV	"SAN JAVIER BOLIVIA                "	312
SJW	"SHIJIAZHUANG                 "	713
SJX	"SARTANEJA BELIZE                  "	106
SJY	"SEINAJOKI                  "	425
SJZ	"SAN JORGE ISLAND PORTUGAL (AZORES)"	469
SKA	"SPOKANE               "	93
SKB	"ST. KITTS LEEWARD IS.             "	275
SKC	"SUKI             "	804
SKD	"SAMARKAND UZBEKISTAN              "	788
SKE	"SKIEN                        "	465
SKF	"SAN ANTONIO                "	74
SKG	"THESSALONIKI                 "	433
SKH	"SURKHET                      "	755
SKI	"SKIKDA                      "	500
SKJ	"SITKINAK                  "	1
SKK	"SHAKTOOLIK                "	1
SKL	"ISLE OF SKYE SCOTLAND (U.K.)     "	493
SKM	"SKELDON GUYANA                    "	350
SKN	"STOKMARKNES                  "	465
SKO	"SOKOTO                      "	555
SKP	"SKOPJE MACEDONIA                  "	455
SKQ	"SEKAKES LESOTHO                   "	536
SKR	"SHAKISO                    "	522
SKS	"SKRYDSTRUP                  "	419
SKT	"SIALKOT                    "	764
SKU	"SKIROS                       "	433
SKV	"SANTA KATARINA   "	591
SKW	"SKWENTNA                  "	1
SKX	"SARANSK                      "	475
SKY	"SANDUSKY                    "	44
SKZ	"SUKKUR                     "	764
SLA	"SALTA                     "	303
SLB	"STORM LAKE               "	61
SLC	"SALT LAKE CITY UTAH            "	87
SLD	"SLIAC SLOVAKIA                    "	483
SLE	"SALEM OREGON                   "	92
SLF	"SULAYEL               "	670
SLG	"SILOAM SPRINGS AR         "	71
SLH	"OLA VANUATU                       "	885
SLI	"SOLWEZI                     "	597
SLJ	"CHANDLER                "	81
SLK	"SARANAC LAKE NEW YORK          "	22
SLL	"SALALAH OMAN                      "	658
SLM	"SALAMANCA                    "	482
SLN	"SALINA                    "	62
SLO	"SALEM                  "	41
SLP	"SAN LUIS POTOSI MEXICO            "	148
SLQ	"SLEETMUTE                 "	1
SLR	"SULPHUR SPRINGS            "	74
SLS	"SILISTRA BULGARIA                 "	411
SLT	"SALIDA                  "	82
SLU	"ST. LUCIA W. INDIES               "	276
SLV	"SIMLA                        "	733
SLW	"SALTILLO MEXICO                   "	148
SLX	"SALT CAY BRITISH WEST INDIES      "	281
SLY	"SALEHARD                     "	770
SLZ	"SAO LUIZ MARANHAO           "	316
SMA	"SANTA MARIA AZORES                "	469
SMB	"CERRO EL SOMBRERO CHILE           "	324
SMC	"SANTA MARIA               "	327
SME	"SOMERSET KENTUCKY              "	52
SMF	"SACRAMENTO            "	91
SMG	"SANTA MARIA                   "	469
SMH	"SAPMANGA         "	804
SMI	"SAMOS ISLAND                 "	433
SMJ	"SIM              "	804
SMK	"ST. MICHAEL               "	1
SML	"STELLA MARISL.I.          "	204
SMM	"SEMPORNA SABAH           "	749
SMN	"SALMON                   "	83
SMO	"LOS ANGELES           "	91
SMP	"STOCKHOLM        "	804
SMQ	"SAMPIT                   "	832
SMR	"SANTA MARTA               "	327
SMS	"ST. MARIE        "	541
SMT	"SUN MOON LAKE               "	781
SMU	"SHEEP MOUNTAIN            "	1
SMV	"ST. MORITZ              "	486
SMW	"SMARA                      "	548
SMX	"SANTA MARIA           "	91
SMY	"SIMENTI SENEGAL                   "	569
SMZ	"STOELMANSEILAND SURINAM           "	379
SNA	"SANTA ANA             "	91
SNB	"SNAKE BAY N.T.           "	802
SNC	"SALINAS                    "	337
SND	"SENO                          "	744
SNE	"SAO NICOLAU    "	507
SNF	"SAN FELIPE               "	388
SNG	"SAN IGNACIO DE VELASCO BOLIVIA    "	312
SNH	"STANTHORPE          "	802
SNI	"SINOE/GREENVILLE LIBERIA          "	537
SNJ	"SAN JULIAN                    "	219
SNK	"SNYDER                     "	74
SNL	"SHAWNEE OKLAHOMA               "	73
SNM	"SAN IGNACIO DE MOXOS BOLIVIA      "	312
SNN	"SHANNON REPUBLIC OF IRELAND       "	441
SNO	"SAKON NAKHON              "	782
SNP	"ST. PAUL ISLAND           "	1
SNQ	"SAN QUINTIN MEXICO                "	148
SNR	"ST. NAZAIRE                   "	427
SNS	"SALINAS               "	91
SNT	"SABANA DE TORRES          "	327
SNU	"SANTA CLARA                   "	219
SNV	"SANTA ELENA              "	388
SNW	"SANDOWAY MYANMAR                  "	706
SNX	"SABANA DE LA MAR D. REP.          "	224
SNY	"SIDNEY                  "	65
SOB	"SOBRAL                       "	316
SOC	"SOLO                     "	832
SOD	"SOROCABA                     "	316
SOE	"SOUANKE    "	515
SOF	"SOFIA BULGARIA                    "	411
SOG	"SOGNDAL                      "	465
SOH	"SOLITA                    "	327
SOI	"SOUTH MOLLE IS. Q.        "	802
SOJ	"SORKJOSEN                    "	465
SOK	"SEMONGKONG LESOTHO                "	536
SOL	"SOLOMON                   "	1
SOM	"SAN TOME                 "	388
SON	"SPIRITU SANTOVANUATU              "	885
SOO	"SODERHAMN                   "	484
SOP	"PINEHURST/SOUTHERN PINES NC    "	36
SOQ	"SORONG                   "	832
SOR	"AL THAURAH                   "	676
SOT	"SODANKYLA                  "	425
SOU	"SOUTHAMPTON        "	493
SOV	"SELDOVIA                  "	1
SOW	"SHOW LOW                "	81
SOX	"SOGAMOSO                  "	327
SOY	"STRONSAY SCOTLAND (U.K.)         "	493
SOZ	"SOLENZARA                     "	427
SPA	"GREENVILLE/SPARTANBURG SC      "	37
SPB	"ST.THOMASVIRGIN IS.               "	4
SPC	"SANTA CRUZ LA PALMA CANARY IS.    "	482
SPD	"SAIDPUR BANGLADESH                "	703
SPE	"SEPULOT SABAH            "	749
SPF	"SPEARFISH           "	67
SPG	"TAMPA                    "	33
SPH	"SOPU             "	804
SPI	"SPRINGFIELD            "	41
SPJ	"SPARTA                       "	433
SPK	"SAKURAMORI AIRPORT(SAPPORO )  "	736
SPN	"SAIPAN MARIANA ISLANDS            "	5
SPP	"MENONGUE ANGOLA                   "	502
SPQ	"SAN PEDRO             "	91
SPR	"SAN PEDRO BELIZE                  "	106
SPS	"WICHITA FALLS              "	74
SPT	"SIPITANG SARAWAK         "	749
SPU	"SPLIT CROATIA                     "	415
SPV	"SEPIK PLAINS     "	804
SPW	"SPENCER                  "	61
SPY	"SAN PEDRO              "	533
SPZ	"SPRINGDALE AR             "	71
SQA	"SANTA YNEZ            "	91
SQB	"SANTA ANA                 "	327
SQC	"SOUTHERN CROSS W.         "	802
SQE	"SAN LUIS DE PALENQUE      "	327
SQF	"SOLANO                    "	327
SQG	"SINTANG                  "	832
SQH	"SON LA SOC. REP. OF VIET NAM      "	791
SQI	"STERLING ROCK FALLS    "	41
SQJ	"SHEHDI                     "	522
SQK	"SIDI BARANI      "	591
SQL	"SAN CARLOS            "	91
SQM	"SAO MIGUEL DO ARAGUAIA       "	316
SQN	"SANANA                   "	832
SQO	"STORUMAN                    "	484
SQP	"STARCKE             "	802
SQQ	"SIAULIAI LITHUANIA                "	452
SQR	"SOROAKO                  "	832
SQS	"SAN IGNACIO BELIZE                "	106
SQT	"SAMARAI ISLAND   "	804
SQU	"SAPOSOA                       "	368
SQV	"PORT ANGELES          "	93
SQW	"SKIVE                       "	419
SRA	"SANTA ROSA                   "	316
SRB	"SANTA ROSA BOLIVIA                "	312
SRC	"SEARCY AR                 "	71
SRD	"SAN RAMON BOLIVIA                 "	312
SRE	"SUCRE BOLIVIA                     "	312
SRG	"SEMARANG                 "	832
SRH	"SARH CHAD                         "	511
SRI	"SAMARINDA                "	832
SRJ	"SAN BORJA BOLIVIA                 "	312
SRK	"SIERRA LEONE SIERRA LEONE         "	571
SRL	"SANTA ROSALIA MEXICO              "	148
SRM	"SANDRINGHAM         "	802
SRN	"STRAHAN TAS.             "	802
SRO	"SANTANA RAMOS             "	327
SRP	"SAGVAAG                      "	465
SRQ	"SARASOTA/BRADENTON       "	33
SRS	"SAN MARCOS                "	327
SRT	"SOROTI                      "	450
SRV	"STONY RIVER               "	1
SRW	"SALISBURY        "	36
SRX	"SERT LIBYA                        "	538
SRY	"SARY           "	632
SRZ	"SANTA CRUZ BOLIVIA                "	312
SSA	"SALVADOR                     "	316
SSB	"ST. CROIX VIRGIN IS               "	4
SSC	"SUMTER SOUTH CAROLINA          "	37
SSD	"SAN FELIPE                "	327
SSE	"SHOLAPUR                     "	733
SSG	"MALABO EQUAT'L              "	521
SSH	"SHARM EL SHEIKH  "	591
SSI	"ST. SIMONS ISLAND        "	34
SSJ	"SANDNESSJOEN                 "	465
SSK	"STURT CREEK W.            "	802
SSL	"SANTA ROSALIA             "	327
SSM	"SAULT STE. MARIE       "	43
SSO	"SAO SIMAO                    "	316
SSP	"SILVER PLAINS QLD.               "	802
SSQ	"LA SARRE             "	941
SSR	"SARA VANUATU                      "	885
SSS	"SIASSI           "	804
SST	"SANTA TERESITA            "	303
SSV	"SIASI                   "	766
SSW	"STUART ISLAND         "	93
SSX	"SAMSUN                       "	679
SSY	"M'BANZA CONGO ANGOLA              "	502
SSZ	"SANTOS                       "	316
STA	"STAUNING                    "	419
STB	"SANTA BARBARA ZULIA     "	388
STC	"ST. CLOUD MINNESOTA            "	63
STD	"SANTO DOMINGO            "	388
STE	"STEVENS POINT        "	45
STF	"SANTA FE DO SUL              "	316
STG	"ST. GEORGE ISLAND         "	1
STH	"STRATHMORE          "	802
STI	"SANTIAGO DOMINICAN REP.           "	224
STJ	"ST. JOSEPH              "	64
STK	"STERLING                "	82
STL	"ST. LOUIS               "	64
STM	"SANTAREM                     "	316
STN	"LONDON                 "	493
STO	"STOCKHOLM .                 "	484
STP	"MINNEAPOLIS/ST.PAUL MINNESOTA  "	63
STQ	"ST. MARYS           "	23
STR	"STUTTGART                   "	429
STS	"SANTA ROSA            "	91
STT	"CHARLOTTE AMALIE ST.THOMAS USVI  "	4
STU	"SANTA CRUZ BELIZE                 "	106
STV	"SURAT                        "	733
STW	"STAVROPOL                    "	475
STX	"CHRISTIANSTED ST.CROIX USVI      "	4
STY	"SALTO                       "	385
STZ	"SANTA TEREZINHA              "	316
SUA	"STUART                   "	33
SUB	"SURABAYA                 "	832
SUC	"SUNDANCE                 "	88
SUD	"STROUD OKLAHOMA                "	73
SUE	"STURGEON BAY         "	45
SUF	"LAMETIA-TERME                 "	450
SUG	"SURIGAO                 "	766
SUH	"SUR OMAN                          "	658
SUI	"SUKHUMI                     "	432
SUJ	"SATU MARE ROMANIA                 "	473
SUK	"SAMCHUK SOUTH KOREA               "	778
SUL	"SUI                        "	764
SUM	"SUMTER SOUTH CAROLINA          "	37
SUN	"SUN VALLEY               "	83
SUO	"SUN RIVER OREGON               "	92
SUP	"SUMENEP                  "	832
SUQ	"SUCUA                      "	337
SUR	"SUMMER BEAVER       "	936
SUS	"ST. LOUIS               "	64
SUT	"SUMBAWANGA                "	585
SUU	"FAIRFIELD             "	91
SUV	"SUVA                          "	821
SUW	"DULUTH MN/SUPERIORWI           "	63
SUX	"SIOUX CITY               "	61
SUY	"SUDUREYRI                  "	439
SUZ	"SURIA            "	804
SVA	"SAVOONGA                  "	1
SVB	"SAMBAVA          "	541
SVC	"SILVER CITY           "	86
SVD	"ST. VINCENT WINDWARD IS.          "	279
SVE	"S NVILLE            "	91
SVF	"SAVE BENIN                        "	519
SVG	"STAVANGER                    "	465
SVH	"STATESVILLE      "	36
SVI	"SAN VINCENTE DEL CAGUAN   "	327
SVJ	"SVOLVAER                     "	465
SVK	"SILVER CREEK BELIZE               "	106
SVL	"SAVONLINNA                 "	425
SVM	"ST. PAUL'S MISSION QLD   "	802
SVN	"SAVANNAH                 "	34
SVO	"MOSCOW                       "	475
SVP	"BIE ANGOLA                        "	502
SVQ	"SEVILLE                      "	482
SVR	"SVAY RIENG DEMOCRATIC KAMPUCHEA   "	709
SVS	"STEVENS VILLAGE           "	1
SVU	"SAV VU FR. POLYNESIA S. PACIFIC"	821
SVV	"SAN SALVADOR DE PAUL     "	388
SVW	"SPARREVOHN                "	1
SVX	"EKATERINBURG (SVERDLOVSK)    "	770
SVY	"SAVO SOLOMON ISLANDS              "	874
SVZ	"SAN ANTONIO              "	388
SWA	"SHANTOU                      "	713
SWB	"SHAW RIVER W.             "	802
SWC	"STAWELL VIC.             "	802
SWD	"SEWARD                    "	1
SWE	"SIWEA            "	804
SWF	"NEWBURGH NEW YORK              "	22
SWG	"SATWAG           "	804
SWH	"SWAN HILL VIC.           "	802
SWI	"SWINDON             "	493
SWJ	"SOUTH WEST BAY VANUATU            "	885
SWM	"SUIA-MISSU                   "	316
SWN	"SAHIWAL                    "	764
SWO	"STILLWATER OKLAHOMA            "	73
SWP	"SWAKOPMUND S. W. AFRICA           "	575
SWQ	"SUMBAWA IS.              "	832
SWR	"SILUR            "	804
SWS	"SWANSEAWALES (U.K.)              "	493
SWT	"STRZHEWOI  N FED.            "	770
SWU	"SU WON CITY REPUBLIC OF KOREA     "	778
SWV	"SHIKARPUR                  "	764
SWW	"SWEETWATER                 "	74
SWX	"SHAKAWE                  "	510
SWY	"SITIAWAN                  "	749
SWZ	"SYDNEY NSW-WEST          "	802
SXA	"SIALUM           "	804
SXB	"STRASBOURG                    "	427
SXC	"CATALINA ISLAND       "	91
SXD	"SOPHIA ANTIPOLIS              "	427
SXE	"SALE VIC.                "	802
SXF	"BERLIN                      "	429
SXG	"SENANGA                     "	597
SXH	"SEHULEA          "	804
SXI	"SIRRI ISLAND   "	632
SXJ	"SHANSHAN             "	713
SXK	"SAUMLAKI                 "	832
SXL	"SLIGO REPUBLIC OF IRELAND         "	441
SXM	"ST. MAARTEN NETH. ANTILLES        "	259
SXN	"SAO JOSE DO XINGU            "	316
SXO	"SAO FELIX ARAGUAIA           "	316
SXP	"SHELDON POINT             "	1
SXQ	"SOLDOTNA                  "	1
SXR	"SRINAGAR                     "	733
SXS	"SAHABAT 16                "	749
SXT	"TAMAN NEGARA              "	749
SXU	"SODDU                      "	522
SXV	"SALEM                        "	733
SXW	"SAUREN           "	804
SXX	"SAO FELIX DO XINGU           "	316
SXY	"SIDNEY NEW YORK                "	22
SXZ	"SIIRT                        "	679
SYA	"SHEMYA ISLAND             "	1
SYB	"SEAL BAY                  "	1
SYD	"SYDNEY             "	802
SYE	"SA'DAH                        "	694
SYF	"SILVA BAY BC               "	906
SYI	"SHELBYVILLE           "	54
SYK	"STYKKISHOLMUR              "	439
SYM	"SIMAO                        "	713
SYN	"STANTON MINNESOTA              "	63
SYO	"SHONAI                        "	736
SYP	"SANTIAGO PANAMA REPUBLIC          "	162
SYR	"SYRACUSE NEW YORK              "	22
SYS	"SUNCHON REPUBLIC OF KOREA         "	778
SYT	"SAINT-YAN                     "	427
SYU	"SUE ISLAND QLD           "	802
SYV	"SYLVESTER                "	34
SYX	"SANYA                        "	713
SYY	"STORNOWAY SCOTLAND (U.K.)        "	493
SYZ	"SHIRAZ                         "	632
SZA	"SOYO ANGOLA                       "	502
SZC	"SANTA CRUZ COSTA RICA             "	110
SZG	"SALZBURG AUSTRIA                  "	403
SZH	"SENIPAH                  "	832
SZK	"SKUKUZA                "	562
SZL	"WARRENSBURG             "	64
SZO	"SHANZHOU             "	713
SZP	"SANTA PAULA           "	91
SZQ	"SAENZ PENA                "	303
SZR	"STARA ZAGORA BULGARIA             "	411
SZS	"STEWART ISLAND NEW ZEALAND        "	851
SZU	"SEGOU MALI                        "	543
SZV	"SUZHOU               "	713
SZX	"SHENZHEN                     "	713
SZZ	"SZCZECIN POLAND                   "	467
TAA	"TARAPINA               "	874
TAB	"TOBAGO TRINIDAD & TOBAGO          "	280
TAC	"TACLOBAN                "	766
TAD	"TRINIDAD                "	82
TAE	"TAEGU SOUTH KOREA                 "	778
TAF	"ORAN  -TAFARAOUI ARPT       "	500
TAG	"TAGBILARAN              "	766
TAH	"ANNA ISLAND VANUATU               "	885
TAI	"TAIZ                          "	694
TAJ	"TADJI            "	804
TAK	"TAKAMATSU                     "	736
TAL	"TANANA                    "	1
TAM	"TAMPICO MEXICO                    "	148
TAN	"TANGALOOMA MORETON IS.   "	802
TAO	"QINGDAO                      "	713
TAP	"TAPACHULA MEXICO                  "	148
TAQ	"TARCOOLA S.               "	802
TAR	"TARANTO                       "	450
TAS	"TASHKENT UZBEKISTAN               "	788
TAT	"TATRY/POPRAD SLOVAKIA             "	483
TAU	"TAURAMENA                 "	327
TAV	"TAU AMERICAN SAMOA                "	5
TAW	"TACUAREMBO                  "	385
TAX	"TALIABU                  "	832
TAY	"TARTU ESTONIA                     "	422
TAZ	"TAKURONG                "	766
TBA	"TABIBUGA         "	804
TBB	"TUY HOA SOC. REP. OF VIETNAM      "	791
TBC	"TUBA CITY               "	81
TBD	"TIMBIQUI                  "	327
TBE	"TIMBUNKE         "	804
TBF	"TABITEUEA NORTH GILBERT IS. S. PA"	824
TBG	"TABUBIL          "	804
TBH	"TABLAS                  "	766
TBI	"THE BIGHT                  "	204
TBJ	"TABARKA                     "	588
TBK	"TIMBER CREEK N.T.        "	802
TBL	"TABLELAND W.              "	802
TBM	"TUMBANG SAMBA            "	832
TBN	"FT. LEONARD WOOD        "	64
TBO	"TABORA                    "	585
TBP	"TUMBES                        "	368
TBR	"STATESBORO               "	34
TBS	"TBILISI                     "	432
TBT	"TABATINGA                    "	316
TBU	"TONGATAPU TONGA ISLAND S. PACIFIC"	881
TBV	"TABAL MARSHALL ISLANDS            "	844
TBW	"TAMBOW                       "	475
TBY	"TSABONG                  "	510
TBZ	"TABRIZ                         "	632
TCA	"TENNANT CREEK N.T.       "	802
TCB	"TREASURE CAY               "	204
TCC	"TUCUMCARI             "	86
TCD	"TARAPACA                  "	327
TCE	"TULCEA ROMANIA                    "	473
TCF	"TOCOA HONDURAS                    "	131
TCG	"TOCACHE                       "	368
TCH	"TCHIBANGA                     "	526
TCI	"TENERIFE CANARY IS.               "	482
TCJ	"TOREMBI          "	804
TCK	"TINBOLI          "	804
TCL	"TUSCALOOSA              "	51
TCM	"TACOMA                "	93
TCN	"TEHUACAN MEXICO                   "	148
TCO	"TUMACO                    "	327
TCP	"TABA             "	591
TCQ	"TACNA                         "	368
TCS	"TRUTH OR CONSEQUENCES NM       "	86
TCT	"TAKOTNA                   "	1
TCU	"TACUANE                "	550
TCV	"TETE                   "	550
TCW	"TOCUMWAL           "	802
TDA	"TRINIDAD                  "	327
TDB	"TETEBEDI         "	804
TDD	"TRINIDAD BOLIVIA                  "	312
TDG	"TANDAG                  "	766
TDJ	"TADJOURA PEOPLES "	525
TDK	"TALDY-KURGAN KAZAKHSTAN           "	738
TDL	"TANDIL                    "	303
TDR	"THEODORE            "	802
TDT	"TANDA TULA             "	562
TDV	"TANANDAVA        "	541
TDW	"AMARILLO                   "	74
TEA	"TELA HONDURAS                     "	131
TEB	"TETERBORO             "	22
TEC	"TELEMACO BORBA PR           "	316
TED	"THISTED                     "	419
TEE	"TEBESSA                     "	500
TEF	"TELFER WEST               "	802
TEG	"TENKODOGO             "	593
TEH	"TETLIN                    "	1
TEI	"TEZU                         "	733
TEK	"TATITLEK                  "	1
TEL	"TELUPID                   "	749
TEM	"TEMORA             "	802
TEO	"TERAPO           "	804
TEP	"TEPTEP           "	804
TER	"TERCEIRA AZORES                   "	469
TES	"TESSENEI                    "	523
TET	"TETE                   "	550
TEU	"TE ANAU NEW ZEALAND               "	851
TEX	"TELLURIDE               "	82
TEY	"THINGEYRI                  "	439
TEZ	"TEZPUR                       "	733
TFA	"TILFALMIN        "	804
TFF	"TEFE                         "	316
TFI	"TUFI             "	804
TFL	"TEOFILO OTONI                "	316
TFM	"TELEFOMIN        "	804
TFN	"TENERIFE-N LOSRODEO CANARY ISLANDS"	482
TFO	"TEOFILO OTONI                "	316
TFR	"TARBES                        "	427
TFS	TENERIFE.                          	482
TFT	"TAFTAN                     "	764
TFY	"TARFAYA                    "	548
TGD	"PODGORICA MONTENEGRO              "	459
TGE	"TUSKEGEE                "	51
TGF	"TIGNES                        "	427
TGG	"KUALA TRENGGANU           "	749
TGH	"ONGOA VANUATU                     "	885
TGI	"TINGO MARIA                   "	368
TGJ	"TIGA LOYALTY IS     "	840
TGL	"TAGULA           "	804
TGM	"TIRGU MURES ROMANIA               "	473
TGN	"TRARALGON VICTORIA       "	802
TGO	"TONGLIAO                     "	713
TGR	"TOUGGOURT                   "	500
TGS	"TRIGO DE MORAIS        "	550
TGT	"TANGA                     "	585
TGU	"TEGUCIGALPA HONDURAS              "	131
TGV	"TARGOVISHTE BULGARIA              "	411
TGX	"TINGRELA              "	316
TGZ	"TUXTLA GUTIERREZ MEXICO           "	148
THA	"TULLAHOMA             "	54
THB	"THABA TSEKA LESOTHO               "	536
THC	"TCHIEN LIBERIA                    "	537
THE	"TERESINA PIAUI              "	316
THF	"BERLIN                      "	429
THG	"THANGOOL            "	802
THH	"TAHAROA NEW ZEALAND               "	851
THI	"TICHITT                 "	545
THK	"THAKHEK                       "	744
THL	"TACHILEK MYANMAR                  "	706
THN	"TROLLHATTAN                 "	484
THO	"THORSHOFN                  "	439
THP	"THERMOPOLIS              "	88
THR	"TEHRAN                         "	632
THS	"SUKHOTHAI                 "	782
THT	"TAMCHACKETT             "	545
THU	"THULE GREENLAND                   "	975
THY	"THOYANDOU VENDA        "	562
THZ	"TAHOUA NIGER                      "	554
TIA	"T A ALBANIA                    "	401
TIB	"TIBU                      "	327
TIC	"TINAK MARSHALL ISLANDS            "	316
TID	"TIARET                      "	500
TIE	"TIPPI                      "	522
TIF	"TAIF                  "	670
TIG	"TINGWON          "	804
TIH	"TIKEHAU              "	823
TII	"TIRINKOT AFGHANISTAN              "	701
TIJ	"TIJUANA MEXICO                    "	148
TIK	"OKLAHOMA CITY OKLAHOMA         "	73
TIM	"TIMIKA                   "	832
TIN	"TINDOUF                     "	500
TIO	"TILIN MYANMAR                     "	706
TIP	"TRIPOLI LIBYA                     "	538
TIQ	"TINIAN MARIANA ISLANDS            "	5
TIR	"TIRUPATI                     "	733
TIS	"THURSDAY IS.        "	802
TIU	"TIMARU NEW ZEALAND                "	851
TIV	"TIVAT MONTENEGRO                  "	459
TIW	"TACOMA                "	93
TIX	"TITUSVILLE               "	33
TIY	"TIDJIKJA                "	545
TIZ	"TARI             "	804
TJA	"TARIJA BOLIVIA                    "	312
TJB	"TANJUNG BALAI            "	832
TJG	"TANJUNG WARUKIN          "	832
TJH	"TOYOOKA                       "	736
TJI	"TRUJILLO HONDURAS                 "	131
TJK	"TOKAT                        "	679
TJM	"TYUMEN                       "	770
TJQ	"TANDJUNG PANDAN          "	832
TJS	"TANJUNG SELOR            "	832
TJV	"THANJAVUR                    "	733
TKA	"TALKEETNA                 "	1
TKB	"TEKADU           "	804
TKC	"TIKO CAMEROON                     "	504
TKD	"TAKORADI GHANA                    "	529
TKE	"TENAKEE                   "	1
TKF	"TRUCKEE               "	91
TKG	"BANDAR LAMPUNG           "	832
TKH	"TAKHLI                    "	782
TKI	"TOKEEN                    "	1
TKJ	"TOK                       "	1
TKK	"TRUK CAROLINE IS. PAC. OCEAN     "	810
TKM	"TIKAL                    "	127
TKN	"TOKUNO SHIMA                  "	736
TKO	"TLOKOENG LESOTHO                  "	536
TKP	"TAKAPOTO IS.         "	823
TKQ	"KIGOMA                    "	585
TKR	"THAKURGAON BANGLADESH             "	703
TKS	"TOKUSHIMA                     "	736
TKT	"TAK                       "	782
TKU	"TURKU                      "	425
TKV	"TATAKOTO             "	823
TKW	"TEKIN            "	804
TKX	"TAKAROA FRENCH POLYNESIA          "	823
TKY	"  CREEK W.           "	802
TKZ	"TOKOROA NEW ZEALAND               "	851
TLA	"TELLER                    "	1
TLB	"TARBELA                    "	764
TLC	"TOLUCA MEXICO                     "	148
TLD	"TULI LODGE               "	510
TLE	"TULEAR           "	541
TLF	"TELIDA                    "	1
TLG	"TULAGI                 "	874
TLH	"TALLAHASSEE              "	33
TLI	"TOLITOLI                 "	538
TLJ	"TATALINA                  "	1
TLK	"TALKNAFJORDUR              "	439
TLL	"TALLINN ESTONIA                   "	422
TLM	"TLEMCEN                     "	500
TLN	"TOULON/HYERES                 "	427
TLO	"TOL              "	804
TLP	"TUMOLBIL         "	804
TLR	"TULARE                "	91
TLS	"TOULOUSE                      "	427
TLT	"TULUKSAK                  "	1
TLU	"TOLU                      "	327
TLV	"TEL AVIV                "	636
TLW	"TALASEA          "	804
TLX	"TALCA CHILE                       "	324
TLZ	"CATALAO                      "	316
TMA	"TIFTON                   "	34
TMC	"TAMBOLAKA                "	832
TMD	"TIMBEDRA                "	545
TME	"TAME                      "	327
TMG	"TOMANGGONG                "	749
TMH	"TANAHMERAH               "	832
TMI	"TUMLINGTAR                   "	755
TMJ	"TERMEZ UZBEKISTAN                 "	788
TMK	"TAM-KY SOC. REP. OF VIETNAM       "	791
TML	"TAMALE GHANA                      "	529
TMM	"TAMATAVE         "	541
TMN	"TAMANA             "	824
TMO	"TUMEREMO                 "	388
TMP	"TAMPERE                    "	425
TMQ	"TAMBAO                "	593
TMR	"TAMANRASSET                 "	500
TMS	"SAO TOME IS. SAO TOME IS.         "	567
TMT	"TROMBETAS                    "	316
TMU	"TAMBOR COSTA RICA                 "	110
TMW	"TAMWORTH           "	802
TMX	"TIMIMOUN                    "	500
TMY	"TIOM                     "	832
TMZ	"THAMES NEW ZEALAND                "	851
TNA	"JINAN                        "	713
TNB	"TANAHGROGOT              "	832
TNC	"TIN CITY                  "	1
TND	"TRINIDAD                      "	219
TNE	"TANEGASHIMA                   "	736
TNF	"TOUSSUS-LE-NOBLE              "	427
TNG	"TANGIER                    "	548
TNH	"TONGHUA              "	713
TNI	"SATNA                        "	733
TNJ	"TANJUNG PINANG           "	832
TNK	"TUNUNAK                   "	1
TNL	"TERNOPOL UKRAINE                  "	488
TNN	"TAINAN                      "	781
TNO	"TAMARINDO COSTA RICA              "	110
TNP	"TWENTY NINE PALMS     "	91
TNQ	"TERAINA            "	824
TNR	"TANANARIVE       "	541
TNS	"TUNGSTEN NWT               "	931
TNT	"MIAMI                    "	33
TNU	"NEWTON                   "	61
TNV	"TABUAERAN          "	824
TNX	"STUNG TRENG CAMBODIA              "	709
TOA	"TORRANCE              "	91
TOB	"TOBRUK LIBYA                      "	538
TOC	"TOCCOA                   "	34
TOD	"TIOMAN                    "	749
TOE	"TOZEUR                      "	588
TOF	"TOMSK                        "	770
TOG	"TOGIAK                    "	1
TOH	"TORRES VANUATU                    "	885
TOI	"TROY                    "	51
TOJ	"MADRID --TORREJON AFB        "	482
TOK	"TOROKINA         "	804
TOL	"TOLEDO                      "	44
TOM	"TOMBOUCTOU MALI                   "	543
TON	"TONU             "	804
TOO	"TOLEDO                       "	316
TOP	"TOPEKA                    "	62
TOQ	"TOCOPILLA CHILE                   "	324
TOR	"TORRINGTON               "	88
TOS	"TROMSO                       "	465
TOT	"TOTNESS SURINAM                   "	379
TOU	"TOUHO NEW CALEDONIA               "	846
TOV	"TORTOLA BR VIRGIN I               "	282
TOW	"TOLEDO PR                   "	316
TOX	"TOCANTINIA GOIAS            "	316
TOY	"TOYAMA                        "	736
TOZ	"TOUBA                  "	533
TPA	"TAMPA                    "	33
TPC	"TARAPOA                    "	337
TPE	"TAIPEI                      "	781
TPG	"TAIPING                   "	749
TPH	"TONOPAH                   "	85
TPI	"TAPINI           "	804
TPJ	"TAPLEJUNG                    "	755
TPK	"TAPAKTUAN                "	832
TPL	"TEMPLE                     "	74
TPN	"TIPUTINI                   "	337
TPO	"TANALIAN POINT            "	1
TPP	"TARAPOTO                      "	368
TPQ	"TEPIC MEXICO                      "	148
TPR	"TOM PRICE WEST            "	802
TPS	"TRAPANI                       "	450
TPT	"TAPPITA LIBERIA                   "	537
TPU	"TAPURUCUARA AMAZONAS        "	316
TPY	"TOCANTINOPOLIS               "	316
